LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT (=E2=82=B1),WINNERS
6D Lotto,7-6-6-9-7-9    =,6/15/2023,"1,463,487.00",0
3D Lotto 2PM,0-4-5      =,6/15/2023,"4,500.00",213
3D Lotto 5PM,9-3-2      =,6/15/2023,"4,500.00",140
3D Lotto 9PM,0-9-1      =,6/15/2023,"4,500.00",345
2D Lotto 2PM,04-03      =,6/15/2023,"4,000.00",204
2D Lotto 5PM,16-29      =,6/15/2023,"4,000.00",186
2D Lotto 9PM,05-13      =,6/15/2023,"4,000.00",728
Grand Lotto 6/55,"30-14-0=
5-27-34-42",6/14/2023,"29,700,000.00",0
Megalotto 6/45,"40-17-22-=
10-28-21",6/14/2023,"11,726,344.20",0
4D Lotto,2-2-3-3        =,6/14/2023,"27,719.00",33
3D Lotto 2PM,8-1-8      =,6/14/2023,"4,500.00",473
3D Lotto 5PM,6-0-3      =,6/14/2023,"4,500.00",354
3D Lotto 9PM,4-0-9      =,6/14/2023,"4,500.00",349
2D Lotto 2PM,30-17      =,6/14/2023,"4,000.00",247
2D Lotto 5PM,09-08      =,6/14/2023,"4,000.00",94
2D Lotto 9PM,03-15      =,6/14/2023,"4,000.00",606
Ultra Lotto 6/58,"42-18-1=
4-37-56-27",6/13/2023,"251,297,399.20",0
Superlotto 6/49,"15-09-37=
-31-45-03",6/13/2023,"15,840,000.00",0
Lotto 6/42,"36-16-08-32-0=
9-40",6/13/2023,"14,897,350.40",0
6D Lotto,5-5-2-6-0-3    =,6/13/2023,"899,168.00",0
3D Lotto 2PM,4-4-1      =,6/13/2023,"4,500.00",262
3D Lotto 5PM,5-6-3      =,6/13/2023,"4,500.00",196
3D Lotto 9PM,8-9-3      =,6/13/2023,"4,500.00",207
2D Lotto 2PM,08-13      =,6/13/2023,"4,000.00",331
2D Lotto 5PM,24-08      =,6/13/2023,"4,000.00",214
2D Lotto 9PM,05-31      =,6/13/2023,"4,000.00",398
Grand Lotto 6/55,"54-22-2=
3-49-42-41",6/12/2023,"29,700,000.00",0
Megalotto 6/45,"01-23-43-=
39-31-03",6/12/2023,"8,910,000.00",0
4D Lotto,0-8-9-7        =,6/12/2023,"92,174.00",10
3D Lotto 2PM,2-6-1      =,6/12/2023,"4,500.00",803
3D Lotto 5PM,1-4-0      =,6/12/2023,"4,500.00",217
3D Lotto 9PM,8-8-5      =,6/12/2023,"4,500.00",350
2D Lotto 2PM,01-10      =,6/12/2023,"4,000.00",261
2D Lotto 5PM,27-18      =,6/12/2023,"4,000.00",84
2D Lotto 9PM,20-10      =,6/12/2023,"4,000.00",323
Ultra Lotto 6/58,"19-05-5=
5-44-41-46",6/11/2023,"239,314,610.80",0
Superlotto 6/49,"18-29-21=
-48-10-08",6/11/2023,"15,840,000.00",2
3D Lotto 2PM,0-8-5      =,6/11/2023,"4,500.00",188
3D Lotto 5PM,4-5-0      =,6/11/2023,"4,500.00",246
3D Lotto 9PM,6-7-9      =,6/11/2023,"4,500.00",371
2D Lotto 2PM,20-04      =,6/11/2023,"4,000.00",176
2D Lotto 5PM,31-02      =,6/11/2023,"4,000.00",61
2D Lotto 9PM,14-12      =,6/11/2023,"4,000.00",298
Grand Lotto 6/55,"19-27-2=
8-05-33-10",6/10/2023,"29,700,000.00",0
Lotto 6/42,"12-37-38-19-3=
9-21",6/10/2023,"11,161,496.80",0
6D Lotto,9-1-7-9-4-5    =,6/10/2023,"516,247.48",0
3D Lotto 2PM,2-6-0      =,6/10/2023,"4,500.00",483
3D Lotto 5PM,7-6-5      =,6/10/2023,"4,500.00",165
3D Lotto 9PM,3-0-2      =,6/10/2023,"4,500.00",547
2D Lotto 2PM,16-07      =,6/10/2023,"4,000.00",277
2D Lotto 5PM,12-29      =,6/10/2023,"4,000.00",156
2D Lotto 9PM,26-24      =,6/10/2023,"4,000.00",189
Ultra Lotto 6/58,"34-47-3=
0-26-07-46",6/9/2023,"227,492,479.60",0
Megalotto 6/45,"35-14-29-=
07-08-32",6/9/2023,"8,910,000.00",0
4D Lotto,1-6-5-2        =,6/9/2023,"39,345.00","=
23"
3D Lotto 2PM,9-1-2      =,6/9/2023,"4,500.00",663
3D Lotto 5PM,9-1-3      =,6/9/2023,"4,500.00",436
3D Lotto 9PM,2-9-0      =,6/9/2023,"4,500.00",290
2D Lotto 2PM,17-31      =,6/9/2023,"4,000.00",248
2D Lotto 5PM,05-11      =,6/9/2023,"4,000.00",318
2D Lotto 9PM,04-12      =,6/9/2023,"4,000.00",710
Superlotto 6/49,"17-15-37=
-45-13-31",6/8/2023,"15,840,000.00",1
Lotto 6/42,"06-11-36-41-4=
0-07",6/8/2023,"7,275,065.00",0
6D Lotto,6-2-7-1-6-1    =,6/8/2023,"2,544,642.00",1
3D Lotto 2PM,4-1-0      =,6/8/2023,"4,500.00",434
3D Lotto 5PM,6-0-9      =,6/8/2023,"4,500.00",258
3D Lotto 9PM,3-8-7      =,6/8/2023,"4,500.00",543
2D Lotto 2PM,11-17      =,6/8/2023,"4,000.00",279
2D Lotto 5PM,05-09      =,6/8/2023,"4,000.00",263
2D Lotto 9PM,05-26      =,6/8/2023,"4,000.00",608
Grand Lotto 6/55,"17-20-2=
9-02-22-39",6/7/2023,"29,700,000.00",0
Megalotto 6/45,"27-10-18-=
08-40-36",6/7/2023,"8,910,000.00",1
4D Lotto,8-7-1-6        =,6/7/2023,"27,935.00","=
18"
3D Lotto 2PM,4-5-7      =,6/7/2023,"4,500.00",309
3D Lotto 5PM,1-5-3      =,6/7/2023,"4,500.00",223
3D Lotto 9PM,8-3-4      =,6/7/2023,"4,500.00",263
2D Lotto 2PM,06-21      =,6/7/2023,"4,000.00",315
2D Lotto 5PM,19-16      =,6/7/2023,"4,000.00",45
2D Lotto 9PM,29-21      =,6/7/2023,"4,000.00",76
Ultra Lotto 6/58,"08-30-1=
4-09-54-39",6/6/2023,"213,655,359.60",0
Superlotto 6/49,"44-35-43=
-11-18-14",6/6/2023,"15,840,000.00",0
Lotto 6/42,"24-30-25-03-1=
5-04",6/6/2023,"5,940,000.00",0
6D Lotto,7-5-7-7-7-1    =,6/6/2023,"2,000,032.92",0
3D Lotto 2PM,1-7-5      =,6/6/2023,"4,500.00",535
3D Lotto 5PM,8-1-6      =,6/6/2023,"4,500.00",341
3D Lotto 9PM,0-2-8      =,6/6/2023,"4,500.00",334
2D Lotto 2PM,10-12      =,6/6/2023,"4,000.00",279
2D Lotto 5PM,21-06      =,6/6/2023,"4,000.00",260
2D Lotto 9PM,17-21      =,6/6/2023,"4,000.00",359
Grand Lotto 6/55,"11-17-2=
8-06-09-01",6/5/2023,"29,700,000.00",1
Megalotto 6/45,"22-08-20-=
02-01-45",6/5/2023,"8,910,000.00",1
4D Lotto,0-7-4-2        =,6/5/2023,"71,113.00","=
13"
3D Lotto 2PM,1-4-2      =,6/5/2023,"4,500.00",269
3D Lotto 5PM,9-0-4      =,6/5/2023,"4,500.00",128
3D Lotto 9PM,9-5-5      =,6/5/2023,"4,500.00",291
2D Lotto 2PM,24-07      =,6/5/2023,"4,000.00",269
2D Lotto 5PM,22-25      =,6/5/2023,"4,000.00",209
2D Lotto 9PM,16-25      =,6/5/2023,"4,000.00",382
Ultra Lotto 6/58,"31-04-5=
2-54-10-56",6/4/2023,"202,796,480.80",0
Superlotto 6/49,"31-13-24=
-33-09-26",6/4/2023,"15,840,000.00",0
3D Lotto 2PM,6-0-9      =,6/4/2023,"4,500.00",459
3D Lotto 5PM,9-8-8      =,6/4/2023,"4,500.00",109
3D Lotto 9PM,4-8-0      =,6/4/2023,"4,500.00",359
2D Lotto 2PM,25-15      =,6/4/2023,"4,000.00",165
2D Lotto 5PM,11-11      =,6/4/2023,"4,000.00",491
2D Lotto 9PM,01-08      =,6/4/2023,"4,000.00",668
Grand Lotto 6/55,"04-13-5=
1-37-34-01",6/3/2023,"29,700,000.00",0
Lotto 6/42,"10-03-12-20-0=
7-28",6/3/2023,"42,751,862.80",2
6D Lotto,8-8-5-4-0-4    =,6/3/2023,"1,457,910.44",0
3D Lotto 2PM,0-9-6      =,6/3/2023,"4,500.00",228
3D Lotto 5PM,3-6-4      =,6/3/2023,"4,500.00",171
3D Lotto 9PM,1-6-7      =,6/3/2023,"4,500.00",580
2D Lotto 2PM,10-19      =,6/3/2023,"4,000.00",276
2D Lotto 5PM,27-26      =,6/3/2023,"4,000.00",159
2D Lotto 9PM,20-08      =,6/3/2023,"4,000.00",568
Ultra Lotto 6/58,"48-45-3=
6-39-13-38",6/2/2023,"193,037,324.80",0
Megalotto 6/45,"25-15-05-=
11-09-03",6/2/2023,"41,256,521.60",1
4D Lotto,7-3-6-8        =,6/2/2023,"76,533.00","=
12"
3D Lotto 2PM,0-1-6      =,6/2/2023,"4,500.00",232
3D Lotto 5PM,3-2-9      =,6/2/2023,"4,500.00",162
3D Lotto 9PM,1-7-0      =,6/2/2023,"4,500.00",552
2D Lotto 2PM,07-26      =,6/2/2023,"4,000.00",260
2D Lotto 5PM,23-26      =,6/2/2023,"4,000.00",165
2D Lotto 9PM,27-08      =,6/2/2023,"4,000.00",254
Superlotto 6/49,"14-22-27=
-40-45-41",6/1/2023,"58,995,238.20",1
Lotto 6/42,"26-06-37-29-2=
3-40",6/1/2023,"37,029,943.00",0
6D Lotto,2-6-2-2-0-8    =,6/1/2023,"848,161.52",0
3D Lotto 2PM,4-6-2      =,6/1/2023,"4,500.00",378
3D Lotto 5PM,5-2-7      =,6/1/2023,"4,500.00",602
3D Lotto 9PM,2-2-5      =,6/1/2023,"4,500.00",1210
2D Lotto 2PM,26-03      =,6/1/2023,"4,000.00",249
2D Lotto 5PM,19-07      =,6/1/2023,"4,000.00",120
2D Lotto 9PM,04-07      =,6/1/2023,"4,000.00",617
Grand Lotto 6/55,"02-39-5=
3-49-27-55",5/31/2023,"29,700,000.00",0
Megalotto 6/45,"03-17-35-=
20-23-16",5/31/2023,"36,212,700.80",0
4D Lotto,1-1-3-7        =,5/31/2023,"12,248.00",74
3D Lotto 2PM,4-8-7      =,5/31/2023,"4,500.00",457
3D Lotto 5PM,2-5-4      =,5/31/2023,"4,500.00",337
3D Lotto 9PM,3-1-5      =,5/31/2023,"4,500.00",1037
2D Lotto 2PM,06-16      =,5/31/2023,"4,000.00",320
2D Lotto 5PM,12-26      =,5/31/2023,"4,000.00",165
2D Lotto 9PM,13-02      =,5/31/2023,"4,000.00",190
Ultra Lotto 6/58,"46-49-3=
1-54-19-47",5/30/2023,"182,881,860.80",0
Superlotto 6/49,"25-22-46=
-28-36-31",5/30/2023,"53,829,932.80",0
Lotto 6/42,"39-15-08-07-1=
9-27",5/30/2023,"32,169,509.20",0
6D Lotto,1-3-2-4-9-1    =,5/30/2023,"614,854.08",0
3D Lotto 2PM,6-0-2      =,5/30/2023,"4,500.00",447
3D Lotto 5PM,1-9-1      =,5/30/2023,"4,500.00",203
3D Lotto 9PM,1-3-5      =,5/30/2023,"4,500.00",901
2D Lotto 2PM,23-22      =,5/30/2023,"4,000.00",70
2D Lotto 5PM,15-10      =,5/30/2023,"4,000.00",108
2D Lotto 9PM,02-14      =,5/30/2023,"4,000.00",353
Grand Lotto 6/55,"48-24-4=
7-39-33-15",5/29/2023,"29,700,000.00",0
Megalotto 6/45,"13-41-28-=
22-40-37",5/29/2023,"31,074,476.20",0
4D Lotto,1-9-0-3        =,5/29/2023,"26,162.00",32
3D Lotto 2PM,0-6-5      =,5/29/2023,"4,500.00",152
3D Lotto 5PM,8-8-9      =,5/29/2023,"4,500.00",226
3D Lotto 9PM,4-2-0      =,5/29/2023,"4,500.00",626
2D Lotto 2PM,09-08      =,5/29/2023,"4,000.00",339
2D Lotto 5PM,26-06      =,5/29/2023,"4,000.00",139
2D Lotto 9PM,29-20      =,5/29/2023,"4,000.00",319
Ultra Lotto 6/58,"10-47-2=
7-14-18-28",5/28/2023,"174,542,061.20",0
Superlotto 6/49,"03-15-48=
-07-43-29",5/28/2023,"49,873,926.20",0
3D Lotto 2PM,0-5-1      =,5/28/2023,"4,500.00",223
3D Lotto 5PM,2-5-9      =,5/28/2023,"4,500.00",371
3D Lotto 9PM,8-9-9      =,5/28/2023,"4,500.00",311
2D Lotto 2PM,09-25      =,5/28/2023,"4,000.00",290
2D Lotto 5PM,27-17      =,5/28/2023,"4,000.00",113
2D Lotto 9PM,07-04      =,5/28/2023,"4,000.00",602
Grand Lotto 6/55,"45-08-4=
0-02-15-19",5/27/2023,"29,700,000.00",0
Lotto 6/42,"23-38-37-34-0=
5-21",5/27/2023,"27,965,455.00",0
6D Lotto,3-6-3-1-1-0    =,5/27/2023,"564,854.08",0
3D Lotto 2PM,9-0-3      =,5/27/2023,"4,500.00",319
3D Lotto 5PM,1-2-3      =,5/27/2023,"4,500.00",183
3D Lotto 9PM,7-7-3      =,5/27/2023,"4,500.00",339
2D Lotto 2PM,28-08      =,5/27/2023,"4,000.00",353
2D Lotto 5PM,24-09      =,5/27/2023,"4,000.00",111
2D Lotto 9PM,08-23      =,5/27/2023,"4,000.00",696
Ultra Lotto 6/58,"35-08-1=
0-11-36-28",5/26/2023,"165,996,548.40",0
Megalotto 6/45,"41-10-30-=
32-05-15",5/26/2023,"26,074,189.00",0
4D Lotto,2-8-6-0        =,5/26/2023,"25,488.00",34
3D Lotto 2PM,4-7-6      =,5/26/2023,"4,500.00",257
3D Lotto 5PM,5-6-4      =,5/26/2023,"4,500.00",254
3D Lotto 9PM,6-8-8      =,5/26/2023,"4,500.00",433
2D Lotto 2PM,26-17      =,5/26/2023,"4,000.00",64
2D Lotto 5PM,04-22      =,5/26/2023,"4,000.00",143
2D Lotto 9PM,03-28      =,5/26/2023,"4,000.00",531
Superlotto 6/49,"23-16-39=
-02-47-46",5/25/2023,"45,166,467.60",0
Lotto 6/42,"35-15-41-18-3=
7-21",5/25/2023,"23,234,133.20",0
6D Lotto,8-9-4-6-4-7    =,5/25/2023,"514,854.08",0
3D Lotto 2PM,0-8-0      =,5/25/2023,"4,500.00",133
3D Lotto 5PM,4-6-5      =,5/25/2023,"4,500.00",226
3D Lotto 9PM,2-8-8      =,5/25/2023,"4,500.00",656
2D Lotto 2PM,02-14      =,5/25/2023,"4,000.00",234
2D Lotto 5PM,15-03      =,5/25/2023,"4,000.00",150
2D Lotto 9PM,01-27      =,5/25/2023,"4,000.00",231
Grand Lotto 6/55,"48-10-1=
8-42-30-54",5/24/2023,"29,700,000.00",0
Megalotto 6/45,"06-15-37-=
45-28-23",5/24/2023,"21,618,284.00",0
4D Lotto,1-6-4-1        =,5/24/2023,"55,163.00",16
3D Lotto 2PM,0-6-2      =,5/24/2023,"4,500.00",211
3D Lotto 5PM,3-6-5      =,5/24/2023,"4,500.00",229
3D Lotto 9PM,9-3-7      =,5/24/2023,"4,500.00",304
2D Lotto 2PM,19-31      =,5/24/2023,"4,000.00",113
2D Lotto 5PM,02-07      =,5/24/2023,"4,000.00",260
2D Lotto 9PM,31-22      =,5/24/2023,"4,000.00",113
Ultra Lotto 6/58,"04-23-2=
6-36-05-15",5/23/2023,"156,821,760.80",0
Superlotto 6/49,"02-43-46=
-37-07-40",5/23/2023,"40,547,125.60",0
Lotto 6/42,"41-16-36-22-2=
4-37",5/23/2023,"19,162,515.20",0
6D Lotto,6-0-5-0-4-0    =,5/23/2023,"1,585,104.00",1
3D Lotto 2PM,5-3-4      =,5/23/2023,"4,500.00",299
3D Lotto 5PM,5-4-7      =,5/23/2023,"4,500.00",366
3D Lotto 9PM,2-0-7      =,5/23/2023,"4,500.00",589
2D Lotto 2PM,29-29      =,5/23/2023,"4,000.00",407
2D Lotto 5PM,04-27      =,5/23/2023,"4,000.00",287
2D Lotto 9PM,12-17      =,5/23/2023,"4,000.00",361
Grand Lotto 6/55,"28-32-1=
2-09-18-50",5/22/2023,"29,700,000.00",2
Megalotto 6/45,"31-33-22-=
43-40-19",5/22/2023,"17,256,473.40",0
4D Lotto,5-8-1-5        =,5/22/2023,"26,456.00",23
3D Lotto 2PM,9-9-7      =,5/22/2023,"4,500.00",83
3D Lotto 5PM,2-7-1      =,5/22/2023,"4,500.00",154
3D Lotto 9PM,1-6-6      =,5/22/2023,"4,500.00",388
2D Lotto 2PM,24-25      =,5/22/2023,"4,000.00",289
2D Lotto 5PM,09-28      =,5/22/2023,"4,000.00",182
2D Lotto 9PM,20-07      =,5/22/2023,"4,000.00",230
Ultra Lotto 6/58,"54-46-1=
1-06-15-50",5/21/2023,"149,139,576.40",0
Superlotto 6/49,"04-22-28=
-25-33-49",5/21/2023,"36,850,837.20",0
3D Lotto 2PM,8-2-2      =,5/21/2023,"4,500.00",297
3D Lotto 5PM,0-8-7      =,5/21/2023,"4,500.00",63
3D Lotto 9PM,5-7-7      =,5/21/2023,"4,500.00",457
2D Lotto 2PM,23-09      =,5/21/2023,"4,000.00",183
2D Lotto 5PM,05-31      =,5/21/2023,"4,000.00",297
2D Lotto 9PM,31-24      =,5/21/2023,"4,000.00",235
Grand Lotto 6/55,"01-33-4=
3-53-26-20",5/20/2023,"29,700,000.00",0
Lotto 6/42,"21-39-22-18-0=
2-36",5/20/2023,"15,393,333.20",0
6D Lotto,0-5-3-5-7-7    =,5/20/2023,"947,436.96",0
3D Lotto 2PM,3-2-9      =,5/20/2023,"4,500.00",782
3D Lotto 5PM,8-2-3      =,5/20/2023,"4,500.00",273
3D Lotto 9PM,0-5-0      =,5/20/2023,"4,500.00",171
2D Lotto 2PM,07-10      =,5/20/2023,"4,000.00",296
2D Lotto 5PM,18-30      =,5/20/2023,"4,000.00",170
2D Lotto 9PM,17-22      =,5/20/2023,"4,000.00",462
Ultra Lotto 6/58,"46-28-0=
3-43-02-50",5/19/2023,"141,414,346.80",0
Megalotto 6/45,"29-10-06-=
04-36-42",5/19/2023,"12,861,234.20",0
4D Lotto,0-4-3-8        =,5/19/2023,"40,330.00",22
3D Lotto 2PM,6-7-6      =,5/19/2023,"4,500.00",246
3D Lotto 5PM,2-4-3      =,5/19/2023,"4,500.00",179
3D Lotto 9PM,6-2-8      =,5/19/2023,"4,500.00",622
2D Lotto 2PM,10-09      =,5/19/2023,"4,000.00",287
2D Lotto 5PM,19-18      =,5/19/2023,"4,000.00",219
2D Lotto 9PM,16-10      =,5/19/2023,"4,000.00",439
Superlotto 6/49,"19-23-33=
-46-07-29",5/18/2023,"32,531,505.40",0
Lotto 6/42,"15-05-41-21-0=
1-27",5/18/2023,"11,141,838.60",0
6D Lotto,1-4-3-1-1-6    =,5/18/2023,"862,805.80",0
3D Lotto 2PM,5-4-1      =,5/18/2023,"4,500.00",456
3D Lotto 5PM,4-5-1      =,5/18/2023,"4,500.00",309
3D Lotto 9PM,9-7-1      =,5/18/2023,"4,500.00",683
2D Lotto 2PM,28-20      =,5/18/2023,"4,000.00",125
2D Lotto 5PM,29-13      =,5/18/2023,"4,000.00",50
2D Lotto 9PM,09-04      =,5/18/2023,"4,000.00",516
Grand Lotto 6/55,"46-18-1=
5-08-27-37",5/17/2023,"29,700,000.00",0
Megalotto 6/45,"10-23-34-=
35-13-37",5/17/2023,"8,910,000.00",0
4D Lotto,2-1-6-9        =,5/17/2023,"35,884.00",25
3D Lotto 2PM,0-5-0      =,5/17/2023,"4,500.00",239
3D Lotto 5PM,4-6-3      =,5/17/2023,"4,500.00",92
3D Lotto 9PM,8-7-6      =,5/17/2023,"4,500.00",496
2D Lotto 2PM,17-18      =,5/17/2023,"4,000.00",302
2D Lotto 5PM,22-12      =,5/17/2023,"4,000.00",39
2D Lotto 9PM,12-26      =,5/17/2023,"4,000.00",658
Ultra Lotto 6/58,"28-41-4=
5-23-58-38",5/16/2023,"132,641,406.80",0
Superlotto 6/49,"18-46-20=
-48-27-05",5/16/2023,"27,697,304.40",0
Lotto 6/42,"25-41-28-04-0=
9-01",5/16/2023,"7,323,046.00",0
6D Lotto,8-9-5-4-8-1    =,5/16/2023,"812,805.80",0
3D Lotto 2PM,1-7-7      =,5/16/2023,"4,500.00",383
3D Lotto 5PM,1-9-5      =,5/16/2023,"4,500.00",325
3D Lotto 9PM,7-5-1      =,5/16/2023,"4,500.00",907
2D Lotto 2PM,08-02      =,5/16/2023,"4,000.00",596
2D Lotto 5PM,02-01      =,5/16/2023,"4,000.00",331
2D Lotto 9PM,26-17      =,5/16/2023,"4,000.00",236
Grand Lotto 6/55,"15-18-0=
2-29-16-24",5/15/2023,"29,700,000.00",0
Megalotto 6/45,"14-08-38-=
05-25-35",5/15/2023,"8,910,000.00",0
4D Lotto,3-3-3-9        =,5/15/2023,"72,351.00",13
3D Lotto 2PM,8-9-0      =,5/15/2023,"4,500.00",252
3D Lotto 5PM,7-3-7      =,5/15/2023,"4,500.00",137
3D Lotto 9PM,9-1-1      =,5/15/2023,"4,500.00",714
2D Lotto 2PM,30-15      =,5/15/2023,"4,000.00",244
2D Lotto 5PM,11-03      =,5/15/2023,"4,000.00",253
2D Lotto 9PM,28-26      =,5/15/2023,"4,000.00",212
Ultra Lotto 6/58,"18-44-5=
7-06-23-12",5/14/2023,"125,342,321.60",0
Superlotto 6/49,"20-43-28=
-19-29-49",5/14/2023,"24,110,621.80",0
3D Lotto 2PM,4-5-4      =,5/14/2023,"4,500.00",264
3D Lotto 5PM,0-6-6      =,5/14/2023,"4,500.00",98
3D Lotto 9PM,7-5-8      =,5/14/2023,"4,500.00",338
2D Lotto 2PM,05-06      =,5/14/2023,"4,000.00",295
2D Lotto 5PM,10-03      =,5/14/2023,"4,000.00",263
2D Lotto 9PM,12-29      =,5/14/2023,"4,000.00",483
Grand Lotto 6/55,"09-43-4=
6-51-36-16",5/13/2023,"29,700,000.00",0
Lotto 6/42,"13-22-02-33-3=
8-09",5/13/2023,"5,940,000.00",0
6D Lotto,9-9-8-2-9-9    =,5/13/2023,"264,181.72",0
3D Lotto 2PM,8-4-3      =,5/13/2023,"4,500.00",136
3D Lotto 5PM,2-3-2      =,5/13/2023,"4,500.00",278
3D Lotto 9PM,1-0-3      =,5/13/2023,"4,500.00",1199
2D Lotto 2PM,04-31      =,5/13/2023,"4,000.00",247
2D Lotto 5PM,22-13      =,5/13/2023,"4,000.00",288
2D Lotto 9PM,30-04      =,5/13/2023,"4,000.00",214
Ultra Lotto 6/58,"56-04-4=
4-12-39-37",5/12/2023,"118,372,607.20",0
Megalotto 6/45,"14-05-44-=
25-01-36",5/12/2023,"225,248,638.00",1
4D Lotto,8-9-3-7        =,5/12/2023,"54,281.00",17
3D Lotto 2PM,6-7-2      =,5/12/2023,"4,500.00",118
3D Lotto 5PM,4-3-7      =,5/12/2023,"4,500.00",123
3D Lotto 9PM,5-9-3      =,5/12/2023,"4,500.00",267
2D Lotto 2PM,21-27      =,5/12/2023,"4,000.00",88
2D Lotto 5PM,05-18      =,5/12/2023,"4,000.00",339
2D Lotto 9PM,19-25      =,5/12/2023,"4,000.00",277
Superlotto 6/49,"48-45-13=
-47-46-11",5/11/2023,"20,128,157.60",0
Lotto 6/42,"36-07-19-26-0=
8-01",5/11/2023,"44,070,179.40",1
6D Lotto,0-4-2-0-7-3    =,5/11/2023,"1,535,439.00",1
3D Lotto 2PM,0-0-2      =,5/11/2023,"4,500.00",268
3D Lotto 5PM,5-1-2      =,5/11/2023,"4,500.00",642
3D Lotto 9PM,0-3-7      =,5/11/2023,"4,500.00",293
2D Lotto 2PM,22-01      =,5/11/2023,"4,000.00",124
2D Lotto 5PM,10-26      =,5/11/2023,"4,000.00",257
2D Lotto 9PM,13-14      =,5/11/2023,"4,000.00",341
Grand Lotto 6/55,"42-17-0=
6-08-12-04",5/10/2023,"29,700,000.00",0
Megalotto 6/45,"07-05-02-=
25-41-15",5/10/2023,"209,772,953.60",0
4D Lotto,9-8-6-1        =,5/10/2023,"68,555.00",12
3D Lotto 2PM,0-8-7      =,5/10/2023,"4,500.00",262
3D Lotto 5PM,7-5-7      =,5/10/2023,"4,500.00",133
3D Lotto 9PM,7-3-3      =,5/10/2023,"4,500.00",645
2D Lotto 2PM,04-03      =,5/10/2023,"4,000.00",258
2D Lotto 5PM,11-16      =,5/10/2023,"4,000.00",282
2D Lotto 9PM,10-18      =,5/10/2023,"4,000.00",626
Ultra Lotto 6/58,"05-28-3=
9-40-16-01",5/9/2023,"111,548,128.00",0
Superlotto 6/49,"38-12-49=
-05-37-20",5/9/2023,"16,548,365.80",0
Lotto 6/42,"23-19-24-11-3=
1-41",5/9/2023,"37,982,691.40",0
6D Lotto,9-3-2-4-1-3    =,5/9/2023,"1,485,439.04",0
3D Lotto 2PM,8-6-5      =,5/9/2023,"4,500.00",241
3D Lotto 5PM,3-9-5      =,5/9/2023,"4,500.00",212
3D Lotto 9PM,8-0-7      =,5/9/2023,"4,500.00",518
2D Lotto 2PM,05-09      =,5/9/2023,"4,000.00",689
2D Lotto 5PM,15-13      =,5/9/2023,"4,000.00",51
2D Lotto 9PM,19-01      =,5/9/2023,"4,000.00",112
Grand Lotto 6/55,"43-14-0=
1-15-33-45",5/8/2023,"29,700,000.00",0
Megalotto 6/45,"04-44-25-=
40-26-42",5/8/2023,"196,065,312.40",0
4D Lotto,9-2-3-4        =,5/8/2023,"29,186.00","=
30"
3D Lotto 2PM,9-7-5      =,5/8/2023,"4,500.00",435
3D Lotto 5PM,3-1-0      =,5/8/2023,"4,500.00",282
3D Lotto 9PM,9-0-2      =,5/8/2023,"4,500.00",204
2D Lotto 2PM,24-31      =,5/8/2023,"4,000.00",238
2D Lotto 5PM,19-01      =,5/8/2023,"4,000.00",53
2D Lotto 9PM,28-25      =,5/8/2023,"4,000.00",149
Ultra Lotto 6/58,"44-33-2=
6-17-38-11",5/7/2023,"106,085,541.20",0
Superlotto 6/49,"20-01-26=
-19-13-48",5/7/2023,"15,840,000.00",0
3D Lotto 2PM,1-8-4      =,5/7/2023,"4,500.00",323
3D Lotto 5PM,8-2-6      =,5/7/2023,"4,500.00",170
3D Lotto 9PM,9-8-4      =,5/7/2023,"4,500.00",209
2D Lotto 2PM,31-10      =,5/7/2023,"4,000.00",152
2D Lotto 5PM,08-24      =,5/7/2023,"4,000.00",254
2D Lotto 9PM,23-12      =,5/7/2023,"4,000.00",260
Grand Lotto 6/55,"04-16-2=
6-24-14-47",5/6/2023,"55,394,255.40",1
Lotto 6/42,"26-02-24-35-0=
4-28",5/6/2023,"33,195,168.80",0
6D Lotto,6-1-0-3-7-2    =,5/6/2023,"1,207,719.04",0
3D Lotto 2PM,0-4-0      =,5/6/2023,"4,500.00",108
3D Lotto 5PM,6-5-0      =,5/6/2023,"4,500.00",263
3D Lotto 9PM,6-2-2      =,5/6/2023,"4,500.00",594
2D Lotto 2PM,08-05      =,5/6/2023,"4,000.00",350
2D Lotto 5PM,16-07      =,5/6/2023,"4,000.00",126
2D Lotto 9PM,29-15      =,5/6/2023,"4,000.00",533
Ultra Lotto 6/58,"38-04-1=
4-22-29-55",5/5/2023,"99,901,922.00",0
Megalotto 6/45,"16-32-39-=
42-10-15",5/5/2023,"182,616,914.80",0
4D Lotto,7-4-9-2        =,5/5/2023,"79,799.00","=
13"
3D Lotto 2PM,5-7-7      =,5/5/2023,"4,500.00",261
3D Lotto 5PM,7-4-3      =,5/5/2023,"4,500.00",244
3D Lotto 9PM,1-2-2      =,5/5/2023,"4,500.00",914
2D Lotto 2PM,18-23      =,5/5/2023,"4,000.00",258
2D Lotto 5PM,16-15      =,5/5/2023,"4,000.00",58
2D Lotto 9PM,27-21      =,5/5/2023,"4,000.00",76
Superlotto 6/49,"33-14-47=
-13-38-35",5/4/2023,"15,840,000.00",0
Lotto 6/42,"06-01-04-11-1=
9-22",5/4/2023,"28,224,209.80",0
6D Lotto,1-4-5-1-3-4    =,5/4/2023,"886,597.92",0
3D Lotto 2PM,5-5-8      =,5/4/2023,"4,500.00",235
